emotion,dimension_code,dimension_name,left_pole,right_pole,left_pole_score_0_1000,right_pole_score_0_1000,signed_score_m1000_to_p1000,direction_label,direction_code,confidence_0_1,note,model_used,status,error
offended,C,control,low_control,high_control,620,380,-240,toward_left_pole,-1,0.8,Often involves a sense of being victimized or diminished by another's actions.,google/gemini-3-flash-preview,ok,
offended,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.75,"Usually follows a specific, identifiable social transgression rather than ambiguity.",google/gemini-3-flash-preview,ok,
offended,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.9,"Inherently interpersonal, requiring an external agent as the source of the slight.",google/gemini-3-flash-preview,ok,
on edge,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,"Characterized by irritability and discomfort, leaning strongly negative.",google/gemini-3-flash-preview,ok,
on edge,A,arousal,low_activation,high_activation,260,740,480,toward_right_pole,1,0.95,Involves high physiological tension and hyper-vigilance.,google/gemini-3-flash-preview,ok,
on edge,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.9,Reflects a lack of composure and feeling vulnerable to stressors.,google/gemini-3-flash-preview,ok,
on edge,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,180,820,640,toward_right_pole,1,0.9,Driven by the anticipation of an unknown or impending threat.,google/gemini-3-flash-preview,ok,
on edge,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.8,"Primarily an internal state of anxiety, though often triggered by social friction.",google/gemini-3-flash-preview,ok,
optimistic,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,"Optimism is inherently positive, characterized by hope and pleasant anticipation.",google/gemini-3-flash-preview,ok,
optimistic,A,arousal,low_activation,high_activation,480,520,40,balanced,0,0.85,It involves moderate mental activation and readiness without extreme physiological arousal.,google/gemini-3-flash-preview,ok,
optimistic,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.9,Reflects a high sense of agency and the belief that positive outcomes are attainable.,google/gemini-3-flash-preview,ok,
optimistic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,620,380,-240,toward_left_pole,-1,0.8,"While the future is unknown, optimism implies a level of subjective certainty in good results.",google/gemini-3-flash-preview,ok,
optimistic,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal state of mind, though it can be influenced by social contexts.",google/gemini-3-flash-preview,ok,
outraged,V,valence,negative,positive,880,120,-760,toward_left_pole,-1,0.95,Highly unpleasant state involving perceived injustice or violation.,google/gemini-3-flash-preview,ok,
outraged,A,arousal,low_activation,high_activation,120,880,760,toward_right_pole,1,0.95,High physiological activation and intense emotional energy.,google/gemini-3-flash-preview,ok,
outraged,C,control,low_control,high_control,350,650,300,toward_right_pole,1,0.85,Involves a sense of power and agency to confront the source.,google/gemini-3-flash-preview,ok,
outraged,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.8,"Usually triggered by a clear, certain violation of norms.",google/gemini-3-flash-preview,ok,
outraged,S,social_orientation,self_oriented,other_oriented,260,740,480,toward_right_pole,1,0.85,Typically directed toward the actions or moral failings of others.,google/gemini-3-flash-preview,ok,
overjoyed,V,valence,negative,positive,15,985,970,toward_right_pole,1,0.99,Represents an extreme state of positive affect and intense happiness.,google/gemini-3-flash-preview,ok,
overjoyed,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.95,High physiological activation associated with exuberant joy and excitement.,google/gemini-3-flash-preview,ok,
overjoyed,C,control,low_control,high_control,260,740,480,toward_right_pole,1,0.85,Reflects a high sense of well-being and mastery over one's environment.,google/gemini-3-flash-preview,ok,
overjoyed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.8,Usually follows a highly desired and certain positive outcome.,google/gemini-3-flash-preview,ok,
overjoyed,S,social_orientation,self_oriented,other_oriented,450,550,100,toward_right_pole,1,0.75,Often shared with others but primarily describes an internal peak state.,google/gemini-3-flash-preview,ok,
overwhelmed,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.9,"Generally perceived as a negative, stressful state of being burdened.",google/gemini-3-flash-preview,ok,
overwhelmed,A,arousal,low_activation,high_activation,240,760,520,toward_right_pole,1,0.95,High physiological and mental activation due to excessive stimuli.,google/gemini-3-flash-preview,ok,
overwhelmed,C,control,low_control,high_control,880,120,-760,toward_left_pole,-1,0.95,Characterized by a significant lack of agency and inability to cope.,google/gemini-3-flash-preview,ok,
overwhelmed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,320,680,360,toward_right_pole,1,0.85,Often involves unpredictability regarding how to manage the situation.,google/gemini-3-flash-preview,ok,
overwhelmed,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.8,"Primarily an internal state of capacity, though often triggered by social demands.",google/gemini-3-flash-preview,ok,
panicked,V,valence,negative,positive,880,120,-760,toward_left_pole,-1,0.95,Highly unpleasant state characterized by intense distress and fear.,google/gemini-3-flash-preview,ok,
panicked,A,arousal,low_activation,high_activation,60,940,880,toward_right_pole,1,0.98,Extreme physiological activation including rapid heart rate and agitation.,google/gemini-3-flash-preview,ok,
panicked,C,control,low_control,high_control,915,85,-830,toward_left_pole,-1,0.92,A profound sense of helplessness and loss of agency over the situation.,google/gemini-3-flash-preview,ok,
panicked,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.9,Driven by unpredictable threats and a lack of clear information.,google/gemini-3-flash-preview,ok,
panicked,S,social_orientation,self_oriented,other_oriented,690,310,-380,toward_left_pole,-1,0.85,Primarily focused on individual survival and self-preservation.,google/gemini-3-flash-preview,ok,
paranoid,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Highly unpleasant state characterized by fear and perceived threat.,google/gemini-3-flash-preview,ok,
paranoid,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.9,Involves high hyper-vigilance and physiological tension.,google/gemini-3-flash-preview,ok,
paranoid,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.85,Feeling victimized or targeted implies a lack of agency.,google/gemini-3-flash-preview,ok,
paranoid,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.9,Driven by suspicion of hidden motives and unpredictable danger.,google/gemini-3-flash-preview,ok,
paranoid,S,social_orientation,self_oriented,other_oriented,240,760,520,toward_right_pole,1,0.8,Intensely focused on the perceived intentions and actions of others.,google/gemini-3-flash-preview,ok,
passionate,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,"Generally perceived as a highly positive, enthusiastic, and desirable state.",google/gemini-3-flash-preview,ok,
passionate,A,arousal,low_activation,high_activation,120,880,760,toward_right_pole,1,0.98,"Characterized by intense physiological activation, energy, and focused excitement.",google/gemini-3-flash-preview,ok,
passionate,C,control,low_control,high_control,260,740,480,toward_right_pole,1,0.9,"Involves high agency and drive, though sometimes driven by overwhelming internal impulses.",google/gemini-3-flash-preview,ok,
passionate,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,690,310,-380,toward_left_pole,-1,0.85,"Usually directed toward a clear goal or object, implying a sense of purpose.",google/gemini-3-flash-preview,ok,
passionate,S,social_orientation,self_oriented,other_oriented,420,580,160,toward_right_pole,1,0.8,Can be self-focused interest or directed toward deep connection with others.,google/gemini-3-flash-preview,ok,
peaceful,V,valence,negative,positive,110,890,780,toward_right_pole,1,0.95,Highly pleasant state characterized by contentment and lack of distress.,google/gemini-3-flash-preview,ok,
peaceful,A,arousal,low_activation,high_activation,880,120,-760,toward_left_pole,-1,0.95,Characterized by very low physiological activation and stillness.,google/gemini-3-flash-preview,ok,
peaceful,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.85,Reflects a sense of inner stability and mastery over one's environment.,google/gemini-3-flash-preview,ok,
peaceful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,820,180,-640,toward_left_pole,-1,0.8,"Associated with predictability, safety, and a lack of surprising threats.",google/gemini-3-flash-preview,ok,
peaceful,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal state, though it can facilitate prosocial openness.",google/gemini-3-flash-preview,ok,
pensive,V,valence,negative,positive,520,480,-40,balanced,0,0.85,"Slightly negative to neutral, often involving a touch of sadness or serious reflection.",google/gemini-3-flash-preview,ok,
pensive,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.9,"Characterized by low physiological activation and quiet, internal stillness.",google/gemini-3-flash-preview,ok,
pensive,C,control,low_control,high_control,480,520,40,balanced,0,0.75,Reflects a moderate sense of agency over one's internal thoughts despite external passivity.,google/gemini-3-flash-preview,ok,
pensive,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.8,Involves questioning or deep consideration of unresolved or complex ideas.,google/gemini-3-flash-preview,ok,
pensive,S,social_orientation,self_oriented,other_oriented,850,150,-700,toward_left_pole,-1,0.85,"Primarily a solitary, self-oriented state of deep personal introspection.",google/gemini-3-flash-preview,ok,
pessimistic,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by a negative outlook and expectation of unfavorable outcomes.,google/gemini-3-flash-preview,ok,
pessimistic,A,arousal,low_activation,high_activation,620,380,-240,toward_left_pole,-1,0.85,Typically involves low-energy brooding or passive resignation rather than high activation.,google/gemini-3-flash-preview,ok,
pessimistic,C,control,low_control,high_control,760,240,-520,toward_left_pole,-1,0.9,Reflects a perceived inability to influence or improve future events.,google/gemini-3-flash-preview,ok,
pessimistic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,690,310,-380,toward_left_pole,-1,0.8,"Often involves a certain, albeit negative, expectation of failure.",google/gemini-3-flash-preview,ok,
pessimistic,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.75,"Primarily an internal cognitive state, though it can color social interactions.",google/gemini-3-flash-preview,ok,
playful,V,valence,negative,positive,155,845,690,toward_right_pole,1,0.95,Playfulness is inherently pleasurable and associated with positive affect.,google/gemini-3-flash-preview,ok,
playful,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.9,Involves moderate to high energy and active engagement.,google/gemini-3-flash-preview,ok,
playful,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.85,Implies a sense of agency and freedom to manipulate the environment.,google/gemini-3-flash-preview,ok,
playful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,420,580,160,toward_right_pole,1,0.8,"Often involves spontaneity, novelty, and unpredictable creative outcomes.",google/gemini-3-flash-preview,ok,
playful,S,social_orientation,self_oriented,other_oriented,310,690,380,toward_right_pole,1,0.9,Frequently occurs in social contexts or directed toward an interaction partner.,google/gemini-3-flash-preview,ok,
